image_name,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,x_21,y_21,z_21
frame_000,0.0,0.9445965,0.0,0.057896473,0.8595692,0.0040288684,-0.06304019,0.85736537,-0.0070863096,0.011648119,1.0680922,-0.03549566,0.08927576,0.47137296,-0.0029539987,-0.16002417,0.47585142,-0.03048985,0.021081408,1.2095565,-0.04465024,0.03956426,0.046678152,-0.06026008,-0.13138348,0.09885359,-0.16023222,0.032976262,1.2612629,-0.019602176,0.070406325,0.003413938,0.05779813,-0.23979104,0.023949476,-0.08941352,0.08744303,1.4665487,-0.07694551,0.12924081,1.3451809,-0.06825857,-0.008093685,1.3959082,-0.056106023,0.10117749,1.5456928,-0.017631441,0.2463677,1.2961777,-0.06472221,-0.09544313,1.4725585,-0.005490415,0.26185393,1.0458666,-0.049183622,-0.29812905,1.550329,0.16360359,0.2979735,0.8497794,0.10962299,-0.38415098,1.7375982,0.32282633
frame_001,0.0004205615,0.944508,0.00021732836,0.059891887,0.8605187,0.00282949,-0.06301952,0.8560742,-0.0057243677,0.012677915,1.0690715,-0.03471557,0.092446424,0.47620404,-0.010570817,-0.15809494,0.47155344,-0.032576803,0.021310698,1.2081134,-0.04274001,0.033923607,0.051081408,-0.05983351,-0.12783295,0.09483212,-0.16426302,0.03392749,1.261507,-0.016816111,0.0719616,0.007783644,0.057103354,-0.24506664,0.018324127,-0.09417104,0.08817807,1.4666562,-0.07119206,0.12933834,1.3442074,-0.06272932,-0.006978732,1.3954629,-0.053301223,0.10150876,1.5489713,-0.009491306,0.24614617,1.2977086,-0.05917148,-0.089559935,1.4763594,-0.0058939448,0.26152065,1.0493382,-0.03786367,-0.3011775,1.5576476,0.14254808,0.30513105,0.8660971,0.13474451,-0.40800005,1.7550633,0.30232388
frame_002,0.000829183,0.9470678,0.00027221127,0.060007133,0.861903,0.0063069235,-0.06393453,0.85717183,-0.009349658,0.012701641,1.0693682,-0.03660011,0.09631677,0.47752085,-0.01198507,-0.16076672,0.48203963,-0.025822548,0.02333355,1.2113525,-0.040340874,0.039576262,0.054005332,-0.054098867,-0.14190845,0.09532663,-0.1518088,0.035723124,1.2626982,-0.016034761,0.078600466,0.008513831,0.07020109,-0.25699306,0.022075662,-0.08134496,0.09009334,1.47039,-0.06640198,0.13107924,1.3490125,-0.057556923,-0.0047808783,1.3964419,-0.052179437,0.09855714,1.5495564,-0.008304362,0.2456058,1.3016495,-0.053965483,-0.08881195,1.4679911,-0.009042671,0.2519905,1.055404,-0.028544836,-0.30759373,1.5505126,0.12924539,0.31018603,0.8719042,0.15570366,-0.41846952,1.756357,0.2879181
frame_003,0.0010038896,0.9471954,0.00033468922,0.05925416,0.8614756,0.0056613823,-0.06537506,0.8588069,-0.010841363,0.014659735,1.0702205,-0.035735082,0.089465484,0.4780583,-0.011142662,-0.16362076,0.48314923,-0.033232782,0.028530361,1.2107731,-0.040691007,0.027804565,0.05521847,-0.061135005,-0.14828572,0.09587682,-0.15946694,0.042055078,1.262336,-0.015825298,0.06611239,0.0072953478,0.06587886,-0.27275896,0.022234362,-0.093616955,0.10084061,1.4683406,-0.06777369,0.13972642,1.3459446,-0.059087172,0.0037150488,1.3965238,-0.053337928,0.10962008,1.54915,-0.009955863,0.25373742,1.2940487,-0.053839512,-0.07761059,1.469954,-0.0070947525,0.25355318,1.0482891,-0.030706635,-0.30715704,1.558789,0.12420858,0.30450237,0.8567531,0.15515171,-0.42730665,1.7652512,0.28639457
frame_004,0.0014201315,0.94767946,0.000531029,0.059753254,0.86190534,0.0060869316,-0.064365745,0.8587103,-0.012989376,0.01452551,1.071057,-0.03481451,0.085148014,0.4767641,-0.007330302,-0.15887521,0.48358843,-0.03699463,0.028680453,1.212198,-0.042070445,0.026364565,0.055563882,-0.061163917,-0.14101739,0.09620623,-0.16390291,0.04127675,1.2637516,-0.018632112,0.05694047,0.007437788,0.06925793,-0.26395768,0.02259134,-0.09712954,0.100566275,1.4696878,-0.07145652,0.13939905,1.3476964,-0.061147954,0.0035977531,1.3974396,-0.05753831,0.10620431,1.5493543,-0.014303137,0.25159305,1.2967185,-0.051177435,-0.07895255,1.4683182,-0.01162805,0.25420892,1.052908,-0.023081973,-0.31055406,1.5503265,0.11734882,0.30094317,0.86004084,0.1562666,-0.44202462,1.7525845,0.2764295
frame_005,0.002213433,0.94795537,0.0007681666,0.06083358,0.862525,0.006329934,-0.06417878,0.85927856,-0.012116323,0.015377486,1.0713147,-0.03589152,0.08598256,0.47692755,-0.013563487,-0.1530282,0.48317716,-0.040684965,0.030286217,1.2125225,-0.045725636,0.023191717,0.055034008,-0.06851114,-0.13496354,0.09379504,-0.16362402,0.042545795,1.2642248,-0.022394773,0.054972738,0.00572557,0.06309114,-0.2556743,0.019852445,-0.09181916,0.10099939,1.470283,-0.075165235,0.1407294,1.3484944,-0.06442986,0.004244541,1.3979462,-0.061938446,0.10544447,1.5493015,-0.015219874,0.25207865,1.2966442,-0.051741194,-0.079440266,1.4673475,-0.015471141,0.25479668,1.0529795,-0.023891618,-0.31889516,1.5442631,0.11195944,0.2992464,0.8569567,0.15381128,-0.45634013,1.7441155,0.2733432
frame_006,0.0036322796,0.9472654,0.0007415232,0.06150192,0.86162573,0.006672126,-0.06332515,0.85899734,-0.012775904,0.01768155,1.0704277,-0.03621415,0.0888431,0.4764615,-0.01975117,-0.1537834,0.48422244,-0.039470036,0.03125253,1.2121189,-0.04494636,0.027021458,0.054423846,-0.073568635,-0.13854715,0.09075633,-0.15872705,0.042536084,1.2640352,-0.022403158,0.059732646,0.0059033707,0.056637168,-0.26023448,0.019874,-0.08484402,0.09971275,1.471219,-0.07351412,0.14067008,1.3499329,-0.062080186,0.0033152015,1.3976694,-0.061601236,0.10138198,1.5504415,-0.014857994,0.25216338,1.2981821,-0.048089284,-0.08291519,1.4646437,-0.017783564,0.2541516,1.0535249,-0.021097085,-0.32738686,1.53653,0.11020296,0.29192337,0.854446,0.15873863,-0.47669622,1.7330256,0.27965775
frame_007,0.005276883,0.946196,0.00071759825,0.06259889,0.8603244,0.0066945367,-0.06186618,0.8582002,-0.013467626,0.02009086,1.0698972,-0.035652827,0.08919797,0.47586954,-0.02111808,-0.15651964,0.4841006,-0.039959162,0.033279736,1.2112736,-0.043683548,0.028997896,0.054340996,-0.07538875,-0.14026143,0.09047997,-0.1640621,0.043915763,1.2638364,-0.021518387,0.06316525,0.006460555,0.0540045,-0.2641715,0.019681977,-0.090912804,0.099026784,1.4714932,-0.07070161,0.14158078,1.3507984,-0.058934424,0.0032037268,1.3966477,-0.060605742,0.098964185,1.5505866,-0.012898468,0.25403127,1.3012534,-0.0468689,-0.08638942,1.4615453,-0.02200887,0.25252602,1.055475,-0.024066973,-0.33519205,1.5261769,0.10301601,0.28893784,0.85317445,0.1541542,-0.4904803,1.7189887,0.27214843
frame_008,0.007359709,0.94522023,0.0005574956,0.06459352,0.85954225,0.006307019,-0.059403587,0.8567694,-0.013727235,0.021399934,1.0693012,-0.035485785,0.09171267,0.47475716,-0.023046115,-0.15680715,0.48358047,-0.033791777,0.034633316,1.2103359,-0.043778885,0.03186866,0.052838303,-0.08043332,-0.14236009,0.08970904,-0.16153245,0.04447888,1.2631137,-0.02133974,0.067474864,0.004804652,0.048202034,-0.26499406,0.018922362,-0.089687705,0.09895572,1.4707102,-0.070578575,0.14236835,1.3504485,-0.057977956,0.0030631614,1.3950529,-0.061606262,0.09699382,1.5507256,-0.0137307625,0.25491875,1.3001633,-0.04609979,-0.09024037,1.4559243,-0.026732193,0.25123444,1.0540066,-0.030658223,-0.34229553,1.5071666,0.095397085,0.28512257,0.8467308,0.14980793,-0.5038746,1.6990094,0.26620695
frame_009,0.009774467,0.9449941,0.00027088923,0.066652015,0.85904586,0.0051745013,-0.056605935,0.8565063,-0.015291034,0.024410963,1.0696889,-0.033910047,0.09160011,0.47362846,-0.024008991,-0.15652974,0.48398933,-0.032079592,0.038827956,1.2110032,-0.043308716,0.028699065,0.05142163,-0.083011724,-0.13742352,0.090524234,-0.16424276,0.0484043,1.2639527,-0.021305067,0.06838092,0.0043668,0.04521237,-0.25984287,0.019024584,-0.09370436,0.10209844,1.4711164,-0.071695074,0.14624865,1.3516923,-0.05714455,0.0067237252,1.3949358,-0.063767806,0.09955485,1.5514878,-0.015960148,0.25856212,1.2973425,-0.045375008,-0.08984862,1.4495435,-0.032368165,0.2502178,1.0493184,-0.036622435,-0.3497329,1.4815841,0.086253494,0.27854958,0.8429698,0.1468626,-0.5112699,1.6670251,0.25766447
frame_010,0.012177626,0.9445078,4.3578086e-05,0.06883817,0.85876715,0.00442481,-0.05350548,0.8558475,-0.016161174,0.026572742,1.0698295,-0.03297107,0.09386893,0.47451445,-0.023143353,-0.15623416,0.4831831,-0.03167662,0.041221514,1.2105386,-0.042859685,0.030043023,0.052025802,-0.08481835,-0.13692811,0.08887859,-0.16386136,0.04968886,1.2639506,-0.020513112,0.07467695,0.004596386,0.040416695,-0.25687078,0.017596152,-0.093789764,0.10107641,1.4713441,-0.06973966,0.14690329,1.3525958,-0.054064825,0.0067279283,1.3941263,-0.06436996,0.09856103,1.5520726,-0.013962944,0.25914648,1.2978433,-0.04115493,-0.09450785,1.4440484,-0.0368529,0.24768914,1.0500528,-0.039059438,-0.3547689,1.4546804,0.07842682,0.2691393,0.8496238,0.14867207,-0.51199883,1.6294593,0.25032583
frame_011,0.014195289,0.9439851,0.0002227263,0.070549875,0.8579862,0.004102107,-0.05076887,0.8549364,-0.016214788,0.02764976,1.0696833,-0.03208035,0.09844084,0.47400692,-0.024147084,-0.15814269,0.48499414,-0.028071225,0.04295961,1.2106138,-0.041731972,0.03363,0.05126929,-0.089243874,-0.13824953,0.08956835,-0.16205089,0.050290223,1.2639965,-0.019341806,0.08258103,0.004677359,0.033174828,-0.25616786,0.01913579,-0.09432767,0.09939599,1.4715155,-0.0665167,0.1466405,1.3541174,-0.049985223,0.0060179923,1.3933196,-0.06377246,0.095243245,1.5522876,-0.011339874,0.25903067,1.2992532,-0.036089033,-0.09983657,1.4364052,-0.042645503,0.24811463,1.0511554,-0.04275294,-0.35926977,1.4201154,0.07104072,0.2651044,0.85431457,0.14793897,-0.5125695,1.5817444,0.24196015
frame_012,0.015952677,0.94329685,0.00038865794,0.0716846,0.8572663,0.004752649,-0.0487938,0.8546985,-0.016017292,0.029197536,1.0691481,-0.031641692,0.10073629,0.47311482,-0.020308366,-0.15916377,0.48623744,-0.027118217,0.046021134,1.209656,-0.041481096,0.031962324,0.051929794,-0.09238142,-0.13859811,0.092564344,-0.1667453,0.05292803,1.2626798,-0.018700754,0.084686704,0.005556032,0.02794594,-0.25616455,0.020546922,-0.10329618,0.10094794,1.4701827,-0.064104974,0.14910404,1.3536168,-0.04735308,0.00794133,1.3914903,-0.06378785,0.09687803,1.5505252,-0.009009356,0.26235092,1.2987179,-0.03238364,-0.101470396,1.4284887,-0.045877066,0.25420642,1.053286,-0.04325078,-0.35649303,1.3854474,0.063817345,0.27157837,0.8556963,0.14461453,-0.5043217,1.5274031,0.2387126
frame_013,0.017385587,0.94274396,0.0009853686,0.072331384,0.85667515,0.005209293,-0.04717975,0.8541329,-0.015654016,0.030874962,1.069209,-0.030449815,0.10483768,0.4705532,-0.019967511,-0.15924624,0.48536178,-0.027436722,0.047577858,1.2101972,-0.04128862,0.031375907,0.04805797,-0.09311439,-0.13884084,0.090870306,-0.16592278,0.053206574,1.2630147,-0.017661039,0.087552845,0.003699541,0.025125422,-0.2577144,0.021126935,-0.103734076,0.09777972,1.4704008,-0.062658094,0.14811666,1.355707,-0.04568786,0.006115238,1.3901302,-0.06370632,0.09363803,1.5521102,-0.008977711,0.26330137,1.3016461,-0.0303653,-0.10780041,1.4196593,-0.049548827,0.2562785,1.054569,-0.042998593,-0.35308385,1.34368,0.050222255,0.27667022,0.8519559,0.13974135,-0.49794382,1.4595351,0.22791661
frame_014,0.01846903,0.9418832,0.0015575198,0.07288278,0.85624313,0.005765693,-0.04584668,0.85367817,-0.015336411,0.031766582,1.0689336,-0.028961087,0.10841336,0.4705562,-0.018409703,-0.16079888,0.48555282,-0.029584289,0.050163865,1.2097647,-0.040646605,0.031978413,0.046807684,-0.09175702,-0.13851902,0.08929499,-0.16783051,0.05540225,1.2624019,-0.016906444,0.09059,0.004180368,0.0252704,-0.2572748,0.021931196,-0.10621,0.09825119,1.4691081,-0.062854126,0.1496249,1.3556927,-0.04479196,0.0075653344,1.3882711,-0.06505179,0.09520771,1.5521482,-0.010365194,0.26530465,1.3013358,-0.028495887,-0.10953907,1.4098567,-0.054726012,0.26029992,1.0552784,-0.044516947,-0.3394449,1.2981498,0.031028857,0.2829055,0.84268814,0.12509938,-0.4946735,1.3768535,0.21870817
frame_015,0.019195316,0.94041985,0.0025993134,0.07284719,0.854885,0.0069705714,-0.044235587,0.85213053,-0.014266558,0.03208206,1.0680745,-0.027775344,0.11224254,0.46860266,-0.019685242,-0.15832728,0.48291317,-0.03266994,0.05235386,1.2089998,-0.040302686,0.035898797,0.043813836,-0.09055371,-0.13929722,0.08147862,-0.1666608,0.057121553,1.2610372,-0.015425868,0.097686045,0.003159508,0.025716107,-0.2583548,0.019675268,-0.103703186,0.09808898,1.4676504,-0.060082883,0.15068056,1.3556505,-0.041966937,0.008057406,1.3859559,-0.06445211,0.095992774,1.552146,-0.008650569,0.26869386,1.3017831,-0.025441457,-0.111640215,1.3982959,-0.060091734,0.2664533,1.0558867,-0.038345445,-0.31481776,1.2500737,0.0034117918,0.29494193,0.83561736,0.11852759,-0.47622114,1.2817924,0.19354184
