image_name,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,x_21,y_21,z_21
frame_000,0.0,0.92666626,0.0,0.059435215,0.8438934,-0.009624915,-0.062130928,0.83714527,-0.008332316,0.0012903675,1.0516858,-0.039095357,0.13353154,0.47153232,0.06387585,-0.14145277,0.46826214,0.04462494,0.007044973,1.187211,-0.006598428,0.13158332,0.061110213,-0.050032206,-0.12516572,0.061364334,-0.06734124,0.0071903933,1.2414113,0.00885365,0.1606753,0.00936117,0.07179804,-0.1878451,0.008419808,0.04429744,0.0038591633,1.4574387,-0.009220129,0.08172164,1.3538086,-0.005821323,-0.07358637,1.3574035,-0.005543202,0.011314879,1.5384319,0.046547335,0.20743366,1.3613755,0.008199398,-0.1901162,1.3631557,0.022026338,0.28816184,1.1723334,0.10501231,-0.27348998,1.1520234,0.10923722,0.18729708,1.1934942,0.30526355,-0.22870931,1.1334072,0.31972957
frame_001,-6.2702693e-06,0.92795384,0.0005862883,0.059650898,0.8470445,-0.010224055,-0.061722334,0.8394573,-0.008367119,0.00078891404,1.0536392,-0.038938623,0.1351309,0.4726565,0.06736846,-0.14683937,0.4657064,0.043459754,0.0074173566,1.1888851,-0.0072444556,0.13090703,0.06165178,-0.043534636,-0.1275731,0.06241959,-0.071059205,0.0072397976,1.2441632,0.007701209,0.16451055,0.0115002245,0.08120176,-0.19041042,0.008244533,0.042516638,0.0029984459,1.4598825,-0.010041195,0.081573226,1.3561257,-0.0063623525,-0.07417004,1.3592719,-0.0056836745,0.008748513,1.5430746,0.04650106,0.2079658,1.3661573,0.009006725,-0.19053279,1.3669692,0.025202325,0.28502518,1.1847955,0.111637995,-0.27711964,1.1612314,0.12807575,0.17105901,1.2100282,0.32091004,-0.21676242,1.1539731,0.34221217
frame_002,0.00013889316,0.9286068,0.0012587628,0.059785474,0.8456602,-0.008144806,-0.06142266,0.8389237,-0.009089465,0.0019408969,1.0532726,-0.039367225,0.13843721,0.47116426,0.066155195,-0.15227559,0.4634202,0.039033446,0.006262747,1.190657,-0.009350909,0.13710777,0.058035582,-0.0394708,-0.13523112,0.061034072,-0.0740301,0.005987756,1.2456079,0.006105342,0.17353913,0.011875454,0.08670666,-0.19933252,0.009684429,0.04217221,0.0027651724,1.4629627,-0.011246006,0.08049022,1.3588982,-0.009182153,-0.07503389,1.362145,-0.007264643,0.006467993,1.547081,0.046487957,0.20641258,1.3696096,0.007040333,-0.1914377,1.3691417,0.024538312,0.28315458,1.1918734,0.12680161,-0.2751933,1.1707495,0.14119156,0.16917127,1.228311,0.3277277,-0.20580903,1.1735207,0.34621495
frame_003,0.00015898868,0.92953223,0.0018283206,0.060077984,0.84724617,-0.008055666,-0.061403386,0.83961046,-0.0078117196,0.0017559176,1.0543478,-0.038425453,0.13845693,0.47285944,0.06609829,-0.15291157,0.46390864,0.040320635,0.008863897,1.1919847,-0.010523157,0.1383333,0.059395663,-0.038086627,-0.1395322,0.058911823,-0.079354085,0.008236303,1.2479148,0.0051828427,0.17457089,0.014596153,0.0898193,-0.20126751,0.0067007467,0.03816372,0.0033985379,1.4642309,-0.014778586,0.08270328,1.3605566,-0.010787793,-0.07326686,1.3632526,-0.0107475305,0.009706705,1.5491656,0.04307528,0.2090157,1.3714709,0.0063195983,-0.19007394,1.3703778,0.02325392,0.28557485,1.2011486,0.13258365,-0.27645487,1.1780573,0.1529577,0.16772218,1.2459298,0.33808124,-0.20032176,1.1917098,0.3589168
frame_004,0.00012085777,0.93062884,0.002535506,0.060307965,0.8483159,-0.0064741587,-0.06097363,0.8404964,-0.007295415,0.0019490047,1.0552367,-0.038371693,0.13736564,0.47214615,0.06356442,-0.1510836,0.4637088,0.036802754,0.007795276,1.1929775,-0.012156986,0.13823515,0.057316896,-0.035778742,-0.14102563,0.058574293,-0.081854835,0.0063011465,1.2490581,0.0030102767,0.17432992,0.015343655,0.09385603,-0.20129374,0.006441787,0.03926634,0.00034843295,1.4653169,-0.016209904,0.0805906,1.3623247,-0.011575006,-0.0759688,1.3640257,-0.013062317,0.006903398,1.5498655,0.042479184,0.20751923,1.374285,0.0067772605,-0.19244877,1.3720071,0.019855238,0.2887855,1.2120688,0.14552732,-0.28245595,1.1873649,0.15813059,0.17056179,1.2740761,0.3443556,-0.1984889,1.2152139,0.3599891
frame_005,8.628617e-05,0.9317893,0.0033283622,0.06035409,0.85007244,-0.00673683,-0.060750876,0.84181964,-0.006690139,0.001447097,1.0563797,-0.036753796,0.13634327,0.47281468,0.059964377,-0.1457283,0.4636657,0.029892553,0.007438964,1.1950341,-0.012765858,0.13739356,0.05779851,-0.035492595,-0.1386974,0.058874432,-0.08460936,0.005975144,1.2511911,0.0025109558,0.17296833,0.01531627,0.095995404,-0.19897507,0.007218521,0.036637787,-3.29444e-05,1.4670279,-0.017869985,0.080163844,1.3643864,-0.013095019,-0.076177575,1.3658695,-0.014392866,0.0066281636,1.5491124,0.04159374,0.20624663,1.3787243,0.005488733,-0.19275686,1.3755801,0.018778019,0.2904975,1.2268579,0.14863211,-0.28466168,1.1998433,0.16453795,0.1754238,1.293153,0.34926024,-0.191668,1.2400684,0.36482632
frame_006,0.00012204685,0.9322776,0.004079975,0.060363732,0.8505011,-0.0053903908,-0.060318477,0.8419892,-0.0060505094,0.00068005803,1.0566807,-0.035248272,0.13581477,0.47322014,0.056811962,-0.14055891,0.46430203,0.026699059,0.005565012,1.1957471,-0.013296697,0.13516475,0.056875892,-0.035468698,-0.1344571,0.05643814,-0.08079699,0.0038233115,1.2514983,0.0023802877,0.16980277,0.015564106,0.096568696,-0.19350502,0.008273236,0.041894857,-0.002027145,1.4670846,-0.019312967,0.07775045,1.3645545,-0.013894387,-0.07807545,1.3661174,-0.015606949,0.0041397526,1.5485184,0.040994246,0.20387077,1.3799824,0.005957392,-0.19455528,1.3770099,0.016695043,0.2934825,1.2328504,0.1500946,-0.2865297,1.209079,0.17009506,0.17905572,1.3003708,0.3521786,-0.19390969,1.2577558,0.37061015
frame_007,0.00019038407,0.93322706,0.004889839,0.060885973,0.85181767,-0.0035168896,-0.060471427,0.8430004,-0.0039346856,-7.391159e-05,1.0578623,-0.03449342,0.13448057,0.47467822,0.055189207,-0.13816881,0.4644796,0.026843525,0.0041033756,1.1977706,-0.015830612,0.13492186,0.056135032,-0.03455947,-0.13151969,0.054890566,-0.07975129,0.0029185223,1.2528697,0.0015755021,0.16893269,0.014785223,0.09699366,-0.19098389,0.0073994584,0.043793682,-0.0029719786,1.4681845,-0.021587739,0.07618504,1.3660567,-0.016403146,-0.078809604,1.3676442,-0.018343993,0.0030432174,1.5488011,0.04051861,0.20142372,1.3839219,0.0047868923,-0.19518666,1.3802574,0.015780639,0.2960332,1.2436149,0.15026967,-0.28815794,1.2225507,0.17443717,0.18392363,1.3128858,0.35642552,-0.19460315,1.2776897,0.37807605
frame_008,0.0003077164,0.93480384,0.0055521205,0.061528176,0.85333884,-0.0015032669,-0.06039619,0.8443225,-0.0022179517,-0.00018155816,1.0597007,-0.03403863,0.13354127,0.47512072,0.05599943,-0.1355979,0.46449497,0.028792031,0.0039004034,1.1994615,-0.017691404,0.1324498,0.057672713,-0.03245246,-0.1258466,0.054264333,-0.07697028,0.0025316735,1.254003,0.0013145017,0.16586193,0.015659861,0.09990902,-0.18594563,0.0070179477,0.04678962,-0.002873552,1.4693309,-0.023436714,0.07572735,1.3668996,-0.017872876,-0.078527026,1.3686738,-0.019754807,0.0038562033,1.5504165,0.03861566,0.20071687,1.3865688,0.0046307403,-0.19471636,1.3829631,0.014575404,0.299254,1.2559226,0.15517503,-0.2873381,1.2363033,0.17951924,0.18974729,1.3214606,0.36198062,-0.2007183,1.2897067,0.38416559
frame_009,0.0003629647,0.9359373,0.0061524734,0.061351217,0.85424286,-0.0007803077,-0.06051584,0.8455062,-0.000747371,-0.00035989983,1.0610206,-0.03375391,0.1322404,0.47520205,0.051845115,-0.13423519,0.4647389,0.027514488,0.004199861,1.2009327,-0.01876035,0.12887418,0.056541335,-0.03359929,-0.12332093,0.055264704,-0.07893183,0.0032335669,1.2553285,0.00025273906,0.16455257,0.014542263,0.09897805,-0.18410937,0.0067804195,0.043945227,-0.0017735899,1.4710076,-0.024367133,0.07644259,1.3682368,-0.019238347,-0.077597484,1.3708557,-0.021101987,0.0056723827,1.5525215,0.036631823,0.20073307,1.3890952,0.004037571,-0.19335018,1.3869404,0.012904946,0.30028453,1.266982,0.15840527,-0.28519702,1.2505759,0.17984527,0.19031283,1.3276033,0.36588314,-0.20395681,1.3029563,0.38816622
