image_name,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,x_21,y_21,z_21
frame_000,0.0,0.9597153,0.0,0.05586288,0.8774628,0.0061407466,-0.060016487,0.8718566,-0.015634477,0.012899364,1.0829213,-0.05004169,0.07479797,0.5286253,0.18008262,-0.10952887,0.48683718,-0.025921386,0.008412053,1.2174876,-0.013276518,0.043783214,0.14052913,0.015570141,-0.07109668,0.07487145,-0.122067764,0.0028325613,1.2733481,-0.0014275145,0.08274169,0.06279216,0.1219584,-0.13116199,0.020384824,0.002487287,-0.008873824,1.491242,-0.003904419,0.07256503,1.3897033,0.003632497,-0.079379,1.3901658,-0.019423626,-0.0018805333,1.5616066,0.06449902,0.19844514,1.3983341,0.008337775,-0.19544463,1.3931313,-0.037671883,0.23689775,1.1566738,-0.046025872,-0.22761083,1.1392715,-0.08187015,0.28715876,0.9068231,0.04857681,-0.29816684,0.90370756,0.019827642
frame_001,-0.003787274,0.95457035,0.040457606,0.052686498,0.87404495,0.044871636,-0.06311442,0.8677679,0.022598699,0.012053439,1.0790085,-0.008882001,0.06935359,0.52751976,0.22672242,-0.11390099,0.47773063,-0.014792193,0.009208988,1.212065,0.030213587,0.0328882,0.10511925,0.157444,-0.075379714,0.07263685,-0.12567726,0.0032619545,1.2687576,0.041557536,0.0853353,0.055773452,0.27399498,-0.1378885,0.015996914,-0.0017083026,-0.009170127,1.4870719,0.039749388,0.07411706,1.3848397,0.046679035,-0.07980898,1.3855517,0.024763972,-0.000545169,1.5572366,0.1053769,0.1999925,1.3946555,0.04272772,-0.19672553,1.3903358,0.008618616,0.23535499,1.1572822,-0.02446521,-0.23629598,1.1386538,-0.026086383,0.28546137,0.89787847,0.060535714,-0.3072497,0.9035963,0.09181
frame_002,-0.0059896465,0.94665986,0.08392733,0.049269527,0.86441326,0.086722754,-0.065351054,0.859181,0.06299028,0.009369917,1.0700382,0.0358815,0.07086992,0.5152329,0.26941818,-0.115785286,0.47472745,0.00027164817,0.009659842,1.2030619,0.07573655,0.010600915,0.09798035,0.30325013,-0.07989561,0.07782739,-0.12892209,0.0040411726,1.2586735,0.08703232,0.07333005,0.06891748,0.4228132,-0.14039636,0.016471192,-0.010031082,-0.007700091,1.4761925,0.08542288,0.07556193,1.3748024,0.090614304,-0.078850344,1.3752351,0.07111359,0.00062921364,1.549401,0.14988431,0.20261417,1.3841023,0.08092715,-0.19717933,1.3797423,0.05914955,0.2352005,1.1527278,0.0035389066,-0.24559522,1.1328291,0.030223396,0.2902712,0.8961556,0.07761943,-0.3098084,0.90821975,0.17411952
frame_003,-0.005895665,0.93800277,0.13022852,0.048919015,0.8549958,0.13287558,-0.06548538,0.8512666,0.107389316,0.012254046,1.0615308,0.08214827,0.0660064,0.5018799,0.30996516,-0.118778855,0.47357982,0.017888092,0.015036102,1.1951864,0.121540286,-0.0017825104,0.09498416,0.4261956,-0.08242337,0.08181211,-0.12747127,0.008527617,1.2512575,0.1314754,0.067856014,0.083295435,0.54560214,-0.14547609,0.013517223,-0.008782402,-0.005338446,1.4696321,0.12948382,0.08073567,1.3676798,0.13459499,-0.07599435,1.3681674,0.11597936,0.007364299,1.5426201,0.19600512,0.20679535,1.3795149,0.1210237,-0.19463065,1.3768455,0.109174356,0.22916603,1.1476544,0.04117155,-0.24919158,1.129208,0.091272816,0.28297216,0.8861067,0.098708086,-0.31092152,0.9129298,0.2517939
frame_004,-0.0034229057,0.9301471,0.18057802,0.05094263,0.8458959,0.18141682,-0.06247853,0.84326786,0.1574276,0.014317579,1.0540881,0.13479325,0.069232136,0.49329785,0.3537993,-0.119686656,0.47072303,0.056930102,0.020002339,1.1881307,0.17317843,0.0058584614,0.087428145,0.49758783,-0.082853734,0.092793435,-0.11892435,0.014116908,1.2441131,0.18315129,0.08245647,0.08226871,0.6125895,-0.14417465,0.01721096,-0.0073832124,0.0025959099,1.4625154,0.18225148,0.08731033,1.3598901,0.18388362,-0.06856393,1.3611324,0.17096141,0.019211486,1.5378052,0.24744326,0.21205215,1.3691232,0.16412596,-0.18774651,1.3693309,0.16761236,0.22867899,1.138813,0.0800565,-0.24534033,1.1219343,0.1538569,0.2829967,0.8753358,0.12668687,-0.29748657,0.90948427,0.3160774
frame_005,0.0025482,0.9252487,0.23649247,0.056956116,0.84011024,0.2353476,-0.057507716,0.83767104,0.21496584,0.019491784,1.0493106,0.19137226,0.07547492,0.48464793,0.40871364,-0.12011669,0.46567073,0.10389285,0.028568953,1.1835281,0.22839125,0.0072410265,0.07149702,0.5254619,-0.080813885,0.105326965,-0.107387856,0.024762776,1.2400237,0.23878032,0.08980133,0.05401249,0.63456106,-0.1438074,0.019617973,-0.0044828057,0.019681267,1.4587151,0.23655549,0.10111757,1.354466,0.23574066,-0.05423871,1.3588425,0.22816859,0.04196427,1.5339473,0.3017488,0.22451939,1.358287,0.20891215,-0.1743972,1.367368,0.22639139,0.22835267,1.123486,0.12453466,-0.23301315,1.1166986,0.21360101,0.28262034,0.8584006,0.15715876,-0.28557432,0.9049484,0.37643164
frame_006,0.012673425,0.92446977,0.29759896,0.06627111,0.83976054,0.2952966,-0.046927713,0.83831847,0.2798845,0.029025508,1.0488663,0.2505687,0.08707909,0.48211786,0.46720892,-0.11910325,0.46931404,0.16804479,0.043474697,1.1831925,0.2832244,0.0074420776,0.065454826,0.5440208,-0.09110495,0.1317093,-0.083284706,0.0415235,1.239929,0.29386017,0.089652486,0.028140502,0.6479069,-0.14348383,0.027183294,0.0057846904,0.041354097,1.458564,0.2881273,0.119872086,1.3523109,0.2869236,-0.034588963,1.3598346,0.2844444,0.067200795,1.5342926,0.35049537,0.24524409,1.3512595,0.25712696,-0.15427606,1.3693042,0.28451288,0.24073698,1.1117847,0.17799339,-0.21123022,1.1159235,0.26783678,0.29549322,0.8417502,0.19961885,-0.27134085,0.900187,0.42506078
frame_007,0.026445933,0.9292724,0.35808864,0.07897709,0.84336174,0.35489997,-0.03521725,0.84180284,0.34262252,0.04166733,1.0519967,0.3094403,0.09380499,0.48032367,0.51301223,-0.12653667,0.47597867,0.27042744,0.05897557,1.1870638,0.3411933,0.00059996545,0.066397354,0.5487596,-0.111023955,0.17252797,-0.027690262,0.059364747,1.2438232,0.3510545,0.07737436,0.02120337,0.6522056,-0.1495241,0.041425236,0.027184874,0.06460895,1.4620163,0.33977404,0.14042373,1.3537804,0.33904648,-0.015489642,1.366919,0.33974877,0.09415003,1.5382411,0.40051436,0.26317325,1.3466073,0.30855,-0.1351968,1.3798208,0.34308153,0.2543575,1.1022938,0.2388502,-0.1896165,1.1284097,0.3171185,0.30570891,0.8318675,0.26227632,-0.24918693,0.9041276,0.4579944
frame_008,0.04213298,0.9351904,0.41300172,0.09470945,0.84940064,0.4070881,-0.01977424,0.84681714,0.40160525,0.05420665,1.0565077,0.3627609,0.10646007,0.48066264,0.548014,-0.12403504,0.48000896,0.39030766,0.073045775,1.1924504,0.39387816,0.006584171,0.065891586,0.55441505,-0.12704834,0.21434426,0.055517763,0.07399197,1.2500412,0.40384135,0.08101002,0.01945288,0.65745866,-0.16046578,0.07085207,0.075194985,0.082505226,1.4688457,0.39113432,0.15591756,1.3583796,0.38849527,0.000659775,1.3748175,0.3958075,0.115575634,1.5452232,0.44764403,0.27952367,1.3476123,0.35497877,-0.11906443,1.389385,0.40094298,0.26440656,1.0992838,0.29115382,-0.16935399,1.1385664,0.369058,0.31463575,0.83385354,0.3267681,-0.22899765,0.90497,0.49359906
frame_009,0.058526456,0.9391476,0.4628221,0.10919512,0.8529039,0.4512507,-0.004441023,0.8505246,0.4580335,0.06671441,1.059928,0.41272765,0.12269379,0.47829375,0.56547403,-0.10598849,0.48114097,0.5017127,0.08707103,1.1967492,0.44185042,0.010076974,0.06440922,0.55504405,-0.13174182,0.2428033,0.1526443,0.08866098,1.2536767,0.45076132,0.0876714,0.018175274,0.65801114,-0.17441659,0.102076106,0.16278568,0.09629215,1.4723071,0.43855256,0.16957688,1.3620939,0.43154877,0.015573941,1.3783269,0.4460411,0.12991032,1.5463142,0.4974611,0.2905826,1.3523427,0.39596918,-0.10379785,1.39245,0.45673937,0.27526003,1.1006181,0.33895957,-0.15516461,1.1428381,0.41926023,0.3286175,0.84332746,0.39260864,-0.21004722,0.9082744,0.5365494
frame_010,0.07591382,0.94634414,0.5092187,0.12401202,0.8583853,0.49377427,0.0116426945,0.8582286,0.5118286,0.08062917,1.066337,0.45828566,0.13195564,0.474094,0.5802035,-0.07861434,0.49706328,0.6122379,0.10164544,1.2033248,0.48485678,0.009236537,0.06507692,0.55907536,-0.13494968,0.24394482,0.27119416,0.10355204,1.2610633,0.49418926,0.08646539,0.018339865,0.65550584,-0.18210521,0.10996239,0.3017345,0.10956438,1.4804955,0.48026165,0.1820856,1.3701143,0.46999168,0.02924747,1.3854536,0.49244657,0.14607187,1.5540063,0.5388931,0.30287832,1.3604698,0.43127888,-0.09106122,1.3976595,0.50707,0.28592944,1.1049689,0.3847781,-0.14068869,1.1476511,0.46642146,0.34048918,0.8540105,0.46302277,-0.18791467,0.91142917,0.5844007
frame_011,0.09428981,0.9514471,0.5524267,0.14062375,0.8623321,0.5321953,0.029769525,0.8634406,0.5613523,0.09504454,1.0718479,0.5013641,0.13365468,0.47222736,0.58877206,-0.03599499,0.507145,0.70449513,0.11658718,1.2084218,0.5266383,0.0067489743,0.065255895,0.5606677,-0.13463828,0.22876695,0.39498088,0.11861229,1.2655479,0.5349072,0.08346124,0.01744145,0.6626988,-0.1762287,0.10079529,0.45604035,0.1216473,1.4857701,0.5200927,0.19484288,1.3753096,0.5066033,0.042774625,1.3901042,0.5366211,0.16142981,1.5595946,0.57673895,0.31404674,1.3672053,0.46369547,-0.07813597,1.3999283,0.55504274,0.2979685,1.1113726,0.42737287,-0.1286017,1.1503687,0.5075368,0.35224938,0.88255346,0.5397008,-0.16761765,0.90951574,0.6266018
frame_012,0.113014735,0.95447516,0.5932058,0.15705955,0.86445266,0.56890583,0.049073428,0.86612993,0.6075236,0.11091432,1.074804,0.54320693,0.13508902,0.47260112,0.60331714,0.008827485,0.51937777,0.7821856,0.13494621,1.2114269,0.56504786,0.0056968853,0.06801154,0.562636,-0.117073424,0.19601174,0.53556526,0.13734949,1.2686826,0.57300836,0.08331946,0.017064895,0.6662498,-0.14630875,0.0846408,0.6255474,0.13596812,1.4887544,0.55765426,0.21030216,1.3791982,0.540575,0.05983089,1.3926425,0.57792795,0.17992218,1.5626956,0.61286443,0.32530063,1.3746417,0.49280983,-0.05917316,1.4027102,0.60162723,0.31410903,1.1168087,0.47011384,-0.1122764,1.1583117,0.54845196,0.3726985,0.9133943,0.6241751,-0.14853352,0.91372794,0.669737
frame_013,0.13174847,0.9546835,0.6328908,0.17276841,0.8640807,0.6032042,0.0694702,0.8660612,0.6538083,0.12641072,1.0761759,0.58362925,0.13922471,0.47128186,0.6155005,0.049195543,0.5228435,0.8425821,0.15236229,1.2122916,0.60167277,0.01126419,0.06918337,0.5600825,-0.07958461,0.15120065,0.68052447,0.15522407,1.2700448,0.6095585,0.08871797,0.016903369,0.66868746,-0.08537118,0.060613167,0.79057807,0.1485517,1.4898167,0.5954954,0.22393143,1.3808968,0.57370377,0.07590252,1.3927107,0.6197658,0.19349132,1.5638907,0.64802057,0.3362795,1.3806405,0.5204386,-0.041093394,1.403374,0.64965427,0.33245057,1.1237849,0.5098527,-0.09866503,1.1585107,0.5916165,0.39521784,0.9488313,0.69338137,-0.13027182,0.912239,0.7111466
