image_name,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,x_21,y_21,z_21
frame_000,0.0,0.95060605,0.0,0.06141699,0.87042105,-0.0018794453,-0.066211075,0.8651826,0.0022844607,-5.0570692e-05,1.0770062,-0.03899881,0.11454576,0.48996404,0.07071432,-0.07888286,0.474826,0.057063133,-0.008110381,1.2191234,-0.02558487,0.10597197,0.1951653,-0.26235113,-0.019422159,0.054557197,0.0051261373,-0.011134815,1.2637367,0.010983914,0.15272059,0.07783653,-0.2064498,-0.0585484,0.010600619,0.14434396,-0.02847755,1.4800797,-0.0010475013,0.05026357,1.3829166,-0.010580707,-0.09620051,1.3790551,-0.0050773863,-0.03389359,1.5368791,0.07705196,0.17680168,1.3809162,-0.016002292,-0.21512124,1.3583909,0.0007286016,0.23298655,1.1448752,-0.07046744,-0.25391942,1.102492,-0.030966716,0.30497387,0.91468424,0.047634378,-0.31145144,0.8905187,0.112650916
frame_001,-0.005633815,0.9509256,0.02588047,0.056757763,0.8736563,0.02677196,-0.07041383,0.8657736,0.028056622,-0.005348531,1.078484,-0.015318077,0.10561092,0.49336064,0.13207904,-0.082441784,0.47156897,0.054071624,-0.013321277,1.2193962,-0.0026649032,0.09322093,0.18387158,-0.16849327,-0.02465465,0.054825377,-0.0065721273,-0.017263558,1.2645433,0.034312792,0.14540821,0.07874137,-0.09851056,-0.061615966,0.0085465945,0.132642,-0.037676543,1.4806862,0.023646943,0.04248857,1.3846581,0.012247509,-0.104042,1.3787525,0.019678814,-0.04456598,1.5337665,0.10324759,0.16753554,1.3828027,0.005243767,-0.22345111,1.3543154,0.028827233,0.22428098,1.1498961,-0.05177419,-0.25847474,1.0974663,0.0072860327,0.30718502,0.9106487,0.057143126,-0.31240273,0.8906232,0.16045897
frame_002,-0.010271705,0.95087576,0.051210634,0.052592576,0.87212956,0.05500512,-0.07381668,0.86357355,0.05050491,-0.010447516,1.0767145,0.009549275,0.094818324,0.5052378,0.18903533,-0.085646905,0.47125238,0.07043418,-0.019571535,1.2180442,0.023516571,0.085639015,0.15401068,-0.055811785,-0.026998263,0.05533743,-0.004841041,-0.02343624,1.261499,0.06085461,0.139625,0.068069294,0.041938417,-0.06793088,0.0101332925,0.13274753,-0.042818226,1.4780065,0.054251723,0.035688177,1.3832803,0.041430924,-0.109091654,1.376502,0.04738716,-0.048219584,1.5323002,0.13387978,0.16142696,1.3809376,0.035026304,-0.22786649,1.3502458,0.05702909,0.21658371,1.148131,-0.02485717,-0.25967762,1.0939852,0.04458855,0.30447134,0.9126056,0.07210024,-0.30172348,0.89145964,0.2012904
frame_003,-0.013864901,0.9504117,0.07678639,0.04918241,0.87300634,0.08454305,-0.07714911,0.8636236,0.07636008,-0.013011923,1.076353,0.032550924,0.08636019,0.5105047,0.23981246,-0.0843364,0.47027496,0.079386264,-0.022523664,1.2176654,0.047371306,0.077856585,0.116989024,0.0659652,-0.02673785,0.057274222,0.00053010136,-0.026493914,1.2605678,0.08612326,0.12902442,0.050952423,0.180995,-0.0689348,0.008796867,0.13644941,-0.044296086,1.4776936,0.08178093,0.033856094,1.3818929,0.06781395,-0.11145383,1.3763454,0.07421149,-0.05011096,1.5282842,0.16350868,0.15869099,1.3800622,0.060684763,-0.23001401,1.3526251,0.085233755,0.21117806,1.1502151,-0.0027638003,-0.26353788,1.0961683,0.083463356,0.3020582,0.9140229,0.08850009,-0.30312717,0.8979203,0.25026134
frame_004,-0.016548716,0.9486333,0.103590466,0.046469346,0.87079304,0.11232575,-0.07906613,0.86168885,0.101688005,-0.01448499,1.0746279,0.059833363,0.0824425,0.51231027,0.27637726,-0.08882321,0.4690077,0.0972932,-0.025473392,1.2158476,0.075794764,0.0714477,0.093908876,0.18509209,-0.036757756,0.058086026,0.0079269335,-0.029447442,1.2588713,0.112715125,0.113748886,0.045446686,0.30989218,-0.07869947,0.010136299,0.14118735,-0.045774743,1.4762077,0.108500905,0.031997737,1.3797336,0.09463771,-0.113973364,1.3756651,0.10184807,-0.050998844,1.5291387,0.18763146,0.15744391,1.3791509,0.08608048,-0.23308796,1.3552624,0.1146602,0.20513737,1.148686,0.017371938,-0.2665335,1.1000432,0.12203777,0.29481378,0.9102933,0.09914138,-0.30296135,0.9041726,0.29520676
frame_005,-0.018095044,0.945042,0.13150886,0.045198128,0.8681914,0.14083141,-0.08016579,0.8580554,0.12631494,-0.015658794,1.0719473,0.089948215,0.07971827,0.51162064,0.3037967,-0.08653912,0.46594214,0.107857086,-0.027142815,1.2122705,0.10559434,0.062729694,0.08237624,0.30304053,-0.035402708,0.05863089,0.0028923005,-0.032087944,1.2557803,0.14386107,0.09658073,0.055656545,0.43414563,-0.07815934,0.010605637,0.137944,-0.04581681,1.4725575,0.14044392,0.030794302,1.3751847,0.12480834,-0.114907466,1.3728362,0.13434954,-0.05175721,1.52316,0.21902484,0.15658236,1.3764771,0.11496852,-0.2350505,1.3555799,0.14996481,0.2006419,1.1486981,0.04220388,-0.26681793,1.0998574,0.16282178,0.29099065,0.9055206,0.11259018,-0.29928735,0.90314186,0.337829
frame_006,-0.018764272,0.9410912,0.16147299,0.0448118,0.86320233,0.17151646,-0.07985101,0.85402745,0.1543408,-0.014473288,1.0678395,0.12212215,0.07231488,0.50479347,0.33321732,-0.086064026,0.46233043,0.12513757,-0.026062943,1.2085233,0.1378273,0.052197203,0.08309279,0.39258516,-0.029455781,0.061619043,0.005959809,-0.030867334,1.2513885,0.17583123,0.07807844,0.07191764,0.5268829,-0.07812375,0.010927863,0.13596316,-0.041412104,1.4686347,0.17288,0.033898972,1.369895,0.15708397,-0.111966714,1.3695911,0.16632123,-0.04775691,1.5192121,0.251862,0.15941213,1.371188,0.1465342,-0.23139249,1.3549287,0.18142948,0.20159838,1.1442891,0.07033883,-0.26657093,1.1010488,0.19521576,0.2893331,0.89951354,0.1308519,-0.29336965,0.9048637,0.37185302
frame_007,-0.018667469,0.93724567,0.19400707,0.044361286,0.8582345,0.2042071,-0.080233574,0.85034305,0.18431017,-0.012207895,1.0647126,0.15664853,0.068412,0.49916908,0.36390412,-0.08923053,0.45778584,0.14090838,-0.022512367,1.2044789,0.17220584,0.047449537,0.08355199,0.442209,-0.02777642,0.06388521,0.0077264905,-0.027218904,1.2479042,0.21080278,0.07195068,0.07506637,0.5799463,-0.08006637,0.012458622,0.13759519,-0.03573642,1.466142,0.2066295,0.038684353,1.3664321,0.19214459,-0.106798336,1.36741,0.1996829,-0.041883808,1.520635,0.28628704,0.1646769,1.3674059,0.18101642,-0.22669373,1.3532671,0.21268055,0.2059275,1.1414074,0.101773426,-0.26627746,1.0972416,0.22113644,0.29000074,0.8913219,0.15583624,-0.2892719,0.8971163,0.39689916
frame_008,-0.017432768,0.93403065,0.22933929,0.044947393,0.8548538,0.23969641,-0.080190346,0.847551,0.21807253,-0.00997233,1.0618255,0.19196093,0.0624122,0.49605337,0.39485276,-0.091925114,0.45737746,0.16169208,-0.019621018,1.2021747,0.2074039,0.04120138,0.072285965,0.46592844,-0.032916777,0.06758566,0.013091877,-0.024157768,1.2458274,0.24574773,0.0634685,0.055017,0.60319763,-0.08624366,0.012547858,0.14074045,-0.03192454,1.4649507,0.24000466,0.042266462,1.3643656,0.22696172,-0.10300931,1.3658412,0.23317303,-0.037627794,1.522742,0.31944722,0.16953236,1.3650135,0.21494308,-0.22369477,1.3533076,0.2440413,0.20947193,1.1368893,0.13295875,-0.26280713,1.0949495,0.24532494,0.2939345,0.8898763,0.1860707,-0.29128197,0.8950356,0.4192199
frame_009,-0.014780202,0.93301386,0.266705,0.048787944,0.8540228,0.277327,-0.077691495,0.8464829,0.2542352,-0.007745597,1.0608578,0.23065795,0.059612803,0.49360567,0.4302851,-0.09054158,0.45830953,0.18682681,-0.015797874,1.2022063,0.24454692,0.03743654,0.064613394,0.47621334,-0.036253314,0.07534817,0.021969289,-0.019585703,1.2460091,0.28279927,0.060527593,0.032968074,0.61450684,-0.08675179,0.012464173,0.1492716,-0.024618052,1.4645896,0.2728534,0.04855842,1.3630286,0.26263887,-0.09716798,1.3667448,0.26720637,-0.029595304,1.5239588,0.34962377,0.17548583,1.3630749,0.25119123,-0.21829446,1.3572335,0.2759078,0.2139635,1.1348203,0.16860588,-0.26289022,1.0990493,0.26876628,0.29904363,0.88572186,0.21585667,-0.3009984,0.89823794,0.436693
frame_010,-0.010708665,0.9362549,0.30484372,0.05446088,0.85806245,0.31486824,-0.072462395,0.8490363,0.2917124,-0.005218821,1.0644916,0.26924703,0.06004714,0.49498013,0.45973366,-0.08824387,0.46186823,0.22305922,-0.01263381,1.2058268,0.2839907,0.0380843,0.06026452,0.47949347,-0.035201017,0.090966925,0.03113836,-0.016405225,1.2496597,0.3215737,0.06137489,0.021694174,0.61806357,-0.083147444,0.017020844,0.15105776,-0.019377917,1.4675443,0.3094482,0.05331784,1.3655207,0.30152416,-0.093004026,1.3704734,0.3042312,-0.02512047,1.5269395,0.386239,0.17975461,1.3646141,0.2928447,-0.21472125,1.3624494,0.30989367,0.22189078,1.1344879,0.21511091,-0.26087546,1.1057006,0.2918001,0.3062673,0.8848544,0.26845014,-0.30799082,0.8982172,0.4501225
frame_011,-0.005598225,0.9420609,0.34202927,0.05988218,0.86359143,0.35106385,-0.06638519,0.8538287,0.32927328,-0.0015399107,1.0708573,0.30694535,0.06731645,0.49294448,0.47992802,-0.092429586,0.46450266,0.2777142,-0.008987742,1.2110264,0.3209897,0.038466673,0.05847922,0.48002112,-0.037071865,0.11167638,0.051665843,-0.012479464,1.2558317,0.35762277,0.06507725,0.018585922,0.6154363,-0.07962393,0.02191874,0.15627877,-0.013574811,1.4728016,0.34404784,0.05861652,1.3703362,0.3369576,-0.088263236,1.3763348,0.3386024,-0.019150395,1.5372778,0.41987228,0.18679526,1.3685945,0.33090842,-0.21117027,1.3705099,0.34118894,0.22985135,1.1338191,0.26218048,-0.25700656,1.1144383,0.31178635,0.3105397,0.88812053,0.32711166,-0.31051332,0.89681196,0.45465487
